"","ID","Question","Response.x","PreValue","Response.y","PostValue"
"4260","4322","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4261","4315","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4262","4319","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4263","4318","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4264","4301","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4265","4299","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4266","4309","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4267","4302","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4268","4291","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4269","4293","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4270","4327","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4271","4343","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4272","4324","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4273","4347","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4274","4339","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4275","4357","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4276","4373","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4277","4359","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4278","4352","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4279","4362","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4280","4356","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4281","4364","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4282","4355","Q21","I am not sure",0.5,"The 2 blocks will sink",0
"4283","4391","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4284","4390","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4285","4384","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4286","4394","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4287","4382","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4288","4379","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4289","4404","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4290","4410","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4291","4411","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4292","4396","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4293","4407","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4294","4413","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4295","4397","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4296","4429","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4297","4428","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4298","4433","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4299","4423","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4300","4436","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4301","4430","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4302","4431","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4303","4440","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4304","4432","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4305","4449","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4306","4448","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4307","4447","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4308","4459","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4309","4457","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4310","4454","Q21","I am not sure",0.5,"The 2 blocks will sink",0
"4311","4460","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4312","4450","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4313","4453","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4314","4452","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4315","4408","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4316","4465","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4317","4467","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4318","4507","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4319","4518","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4320","4503","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4321","4479","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4322","4524","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4323","4485","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4324","4482","Q21","I am not sure",0.5,"The 2 blocks will sink",0
"4325","4513","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4326","4492","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4327","4461","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4328","4494","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4329","4517","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4330","4515","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4331","4488","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4332","4478","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4333","4502","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4334","4501","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4335","4499","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4336","4505","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4337","4344","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4338","4279","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4339","4341","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4340","4279","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4341","4281","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4342","4245","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4343","4335","Q21","I am not sure",0.5,"The 2 blocks will sink",0
"4344","4334","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4345","4360","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4346","4562","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4347","4564","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4348","4537","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4349","4558","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4350","4550","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4351","4571","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4352","4571","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4353","4566","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4354","4546","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4355","4540","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4356","4549","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4357","4568","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4358","4543","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4359","4531","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4360","4545","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4361","4533","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4362","4374","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4363","4281","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4364","4372","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4365","4310","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4366","4371","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4367","4295","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4368","4602","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4369","4627","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4370","4599","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4371","4609","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4372","4607","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4373","4578","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4374","4617","Q21","I am not sure",0.5,"The 2 blocks will sink",0
"4375","4585","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4376","4616","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4377","4619","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4378","4592","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4379","4598","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4380","4419","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4381","4656","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4382","4668","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4383","4712","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4384","4704","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4385","4697","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4386","4717","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4387","4716","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4388","4730","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4389","4725","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4390","4606","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4391","4727","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4392","4722","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4393","4737","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4394","4768","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4395","4762","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4396","4764","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4397","4758","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4398","4756B","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4399","4755B","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4400","4710","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4401","4746","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4402","4754","Q21","I am not sure",0.5,"The 2 blocks will sink",0
"4403","4755","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4404","4743","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4405","4760","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4406","4767","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4407","4777","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4408","4768","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4409","4773","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4410","4765","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4411","4764","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4412","4770","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4413","4775","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4414","4740","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4415","4824","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4416","4824","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4417","4815","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4418","4825","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4419","4819","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4420","4822","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4421","4782","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4422","4786","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4423","4783","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4424","4787","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4425","4785","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4426","4780","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4427","4784","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4428","4756","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4429","4795","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4430","4805","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4431","4806","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4432","4803","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4433","4802","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4434","4813","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4435","4801","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4436","4836","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4437","4838","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4438","4833","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4439","4828","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4440","4831","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4441","4826","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4442","4829","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4443","4846","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4444","4850","Q21","I am not sure",0.5,"The 2 blocks will sink",0
"4445","4848","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4446","4839","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4447","4752","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4448","4871","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4449","4874","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4450","4863","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4451","4869","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4452","4870","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4453","4868","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4454","4861","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4455","4899","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4456","4898","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4457","4879","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4458","4919","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4459","4879","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4460","4897","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4461","4904","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4462","4910","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4463","4884","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4464","4898","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4465","4917","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4466","4908","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4467","4906","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4468","4899","Q21","The 2 blocks will sink",0,"The 2 blocks will sink",0
"4469","4885","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4470","4914","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4471","4921","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4472","4902","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4473","4909","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4474","4912","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4475","4926","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4476","4886","Q21","The 2 blocks will float",1,"The 2 blocks will sink",0
"4477","4907","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4478","4888","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4479","4927","Q21","The 2 blocks will float",1,"The 2 blocks will float",1
"4480","4920","Q21","I am not sure",0.5,"The 2 blocks will float",1
"4481","4887","Q21","The 2 blocks will sink",0,"The 2 blocks will float",1
"4482","4232","Q22","Mass only",0,"Density",1
"4483","4219","Q22","Density",1,"Density",1
"4484","4229","Q22","Density",1,"Density",1
"4485","4236","Q22","Density",1,"Density",1
"4486","4224","Q22","Mass only",0,"Density",1
"4487","4267","Q22","Density",1,"Density",1
"4488","4261","Q22","Density",1,"Density",1
"4489","4246","Q22","Density",1,"Density",1
"4490","4241","Q22","Density",1,"Density",1
"4491","4247","Q22","Density",1,"Density",1
"4492","4244","Q22","Mass only",0,"Density",1
"4493","4257","Q22","Density",1,"Density",1
"4494","4259","Q22","Density",1,"Density",1
"4495","4242","Q22","Density",1,"Density",1
"4496","4276","Q22","Density",1,"Density",1
"4497","4284","Q22","Density",1,"Density",1
"4498","4294F","Q22","Density",1,"Density",1
"4499","4287","Q22","Density",1,"Density",1
"4500","4275","Q22","Density",1,"Density",1
"4501","4273","Q22","Density",1,"Density",1
"4502","4289","Q22","Mass only",0,"Density",1
"4503","4277","Q22","Density",1,"Density",1
"4504","4286","Q22","Density",1,"Density",1
"4505","4285","Q22","Density",1,"Density",1
"4506","4293F","Q22","Mass only",0,"Density",1
"4507","4243","Q22","Density",1,"Density",1
"4508","4271","Q22","Density",1,"Density",1
"4509","4264","Q22","Density",1,"Density",1
"4510","4268","Q22","Density",1,"Density",1
"4511","4258","Q22","Density",1,"Density",1
"4512","4249","Q22","Density",1,"Density",1
"4513","4240","Q22","Mass only",0,"Mass only",0
"4514","4260","Q22","Density",1,"Density",1
"4515","4269","Q22","Density",1,"Density",1
"4516","4248","Q22","Density",1,"Density",1
"4517","4290","Q22","Density",1,"Density",1
"4518","4283","Q22","Mass only",0,"Density",1
"4519","4288","Q22","Density",1,"Density",1
"4520","4300","Q22","Density",1,"Density",1
"4521","4304","Q22","Density",1,"Density",1
"4522","4322","Q22","Mass only",0,"Density",1
"4523","4313","Q22","Density",1,"Mass only",0
"4524","4315","Q22","Density",1,"Density",1
"4525","4319","Q22","Mass only",0,"Density",1
"4526","4318","Q22","Density",1,"Volume only",0
"4527","4301","Q22","Density",1,"Density",1
"4528","4294","Q22","Density",1,"Density",1
"4529","4299","Q22","Mass only",0,"Density",1
"4530","4309","Q22","Density",1,"Density",1
"4531","4278","Q22","Density",1,"Density",1
"4532","4291","Q22","Density",1,"Density",1
"4533","4293","Q22","Density",1,"Density",1
"4534","4327","Q22","Density",1,"Density",1
"4535","4343","Q22","Density",1,"Density",1
"4536","4328","Q22","Density",1,"Density",1
"4537","4324","Q22","Density",1,"Density",1
"4538","4348","Q22","Density",1,"Density",1
"4539","4347","Q22","Density",1,"Density",1
"4540","4339","Q22","Density",1,"Density",1
"4541","4353","Q22","Density",1,"Density",1
"4542","4367","Q22","Density",1,"Density",1
"4543","4357","Q22","Density",1,"Density",1
"4544","4373","Q22","Density",1,"Density",1
"4545","4359","Q22","Density",1,"Density",1
"4546","4362","Q22","Density",1,"Density",1
"4547","4363","Q22","Density",1,"Density",1
"4548","4356","Q22","Density",1,"Density",1
"4549","4364","Q22","Density",1,"Density",1
"4550","4355","Q22","Density",1,"Density",1
"4551","4342","Q22","Density",1,"Density",1
"4552","4391","Q22","Density",1,"Density",1
"4553","4390","Q22","Density",1,"Density",1
"4554","4384","Q22","Density",1,"Density",1
"4555","4380","Q22","Density",1,"Density",1
"4556","4394","Q22","Density",1,"Density",1
"4557","4383","Q22","Density",1,"Density",1
"4558","4382","Q22","Density",1,"Density",1
"4559","4379","Q22","Mass only",0,"Density",1
"4560","4376","Q22","Density",1,"Density",1
"4561","4404","Q22","Density",1,"Density",1
"4562","4410","Q22","Density",1,"Density",1
"4563","4411","Q22","Density",1,"Density",1
"4564","4406","Q22","Density",1,"Density",1
"4565","4400","Q22","Density",1,"Density",1
"4566","4396","Q22","Density",1,"Density",1
"4567","4407","Q22","Mass only",0,"Density",1
"4568","4413","Q22","Density",1,"Density",1
"4569","4397","Q22","Density",1,"Density",1
"4570","4429","Q22","Density",1,"Density",1
"4571","4428","Q22","Density",1,"Density",1
"4572","4433","Q22","Density",1,"Density",1
"4573","4423","Q22","Density",1,"Density",1
"4574","4436","Q22","Density",1,"Density",1
"4575","4430","Q22","Density",1,"Density",1
"4576","4431","Q22","Density",1,"Density",1
"4577","4437","Q22","Density",1,"Density",1
"4578","4426","Q22","Density",1,"Density",1
"4579","4440","Q22","Density",1,"Density",1
"4580","4432","Q22","Density",1,"Density",1
"4581","4449","Q22","Density",1,"Density",1
"4582","4435","Q22","Density",1,"Density",1
"4583","4448","Q22","Density",1,"Density",1
"4584","4455","Q22","Density",1,"Density",1
"4585","4451","Q22","Density",1,"Density",1
"4586","4447","Q22","Density",1,"Density",1
"4587","4459","Q22","Density",1,"Density",1
"4588","4456","Q22","Density",1,"Density",1
"4589","4454","Q22","Density",1,"Density",1
"4590","4458","Q22","Density",1,"Density",1
"4591","4460","Q22","Mass only",0,"Density",1
"4592","4450","Q22","Density",1,"Density",1
"4593","4453","Q22","Density",1,"Density",1
"4594","4452","Q22","Density",1,"Density",1
"4595","4408","Q22","Mass only",0,"Density",1
"4596","4465","Q22","Density",1,"Density",1
"4597","4507","Q22","Volume only",0,"Density",1
"4598","4518","Q22","Density",1,"Density",1
"4599","4503","Q22","Mass only",0,"Density",1
"4600","4479","Q22","Density",1,"Density",1
"4601","4524","Q22","Density",1,"Density",1
"4602","4485","Q22","Density",1,"Density",1
"4603","4498","Q22","Density",1,"Density",1
"4604","4500","Q22","Density",1,"Density",1
"4605","4461","Q22","Density",1,"Density",1
"4606","4514","Q22","Density",1,"Density",1
"4607","4515","Q22","Density",1,"Density",1
"4608","4488","Q22","Volume only",0,"Density",1
"4609","4478","Q22","Volume only",0,"Density",1
"4610","4502","Q22","Density",1,"Density",1
"4611","4509","Q22","Density",1,"Density",1
"4612","4501","Q22","Density",1,"Density",1
"4613","4499","Q22","Density",1,"Density",1
"4614","4505","Q22","Density",1,"Density",1
"4615","4495","Q22","Density",1,"Density",1
"4616","4344","Q22","Density",1,"Density",1
"4617","4279","Q22","Density",1,"Density",1
"4618","4341","Q22","Density",1,"Density",1
"4619","4279","Q22","Density",1,"Density",1
"4620","4245","Q22","Density",1,"Density",1
"4621","4335","Q22","Density",1,"Density",1
"4622","4326","Q22","Volume only",0,"Density",1
"4623","4334","Q22","Density",1,"Density",1
"4624","4360","Q22","Density",1,"Density",1
"4625","4350","Q22","Density",1,"Density",1
"4626","4562","Q22","Density",1,"Mass only",0
"4627","4564","Q22","Density",1,"Density",1
"4628","4537","Q22","Density",1,"Density",1
"4629","4558","Q22","Density",1,"Density",1
"4630","4550","Q22","Density",1,"Density",1
"4631","4536","Q22","Density",1,"Mass only",0
"4632","4566","Q22","Density",1,"Density",1
"4633","4546","Q22","Density",1,"Density",1
"4634","4535","Q22","Density",1,"Density",1
"4635","4540","Q22","Density",1,"Density",1
"4636","4549","Q22","Mass only",0,"Density",1
"4637","4568","Q22","Density",1,"Density",1
"4638","4543","Q22","Density",1,"Density",1
"4639","4574","Q22","Mass only",0,"Mass only",0
"4640","4559","Q22","Mass only",0,"Density",1
"4641","4531","Q22","Density",1,"Volume only",0
"4642","4545","Q22","Density",1,"Density",1
"4643","4374","Q22","Density",1,"Density",1
"4644","4314","Q22","Density",1,"Density",1
"4645","4305","Q22","Density",1,"Density",1
"4646","4281","Q22","Density",1,"Density",1
"4647","4316","Q22","Density",1,"Density",1
"4648","4372","Q22","Density",1,"Density",1
"4649","4310","Q22","Density",1,"Density",1
"4650","4371","Q22","Density",1,"Density",1
"4651","4295","Q22","Density",1,"Density",1
"4652","4602","Q22","Density",1,"Density",1
"4653","4626","Q22","Density",1,"Volume only",0
"4654","4589","Q22","Mass only",0,"Density",1
"4655","4586","Q22","Density",1,"Density",1
"4656","4627","Q22","Density",1,"Density",1
"4657","4608","Q22","Density",1,"Density",1
"4658","4599","Q22","Density",1,"Density",1
"4659","4610","Q22","Mass only",0,"Mass only",0
"4660","4607","Q22","Density",1,"Density",1
"4661","4578","Q22","Density",1,"Mass only",0
"4662","4617","Q22","Density",1,"Density",1
"4663","4585","Q22","Density",1,"Density",1
"4664","4616","Q22","Density",1,"Density",1
"4665","4619","Q22","Density",1,"Density",1
"4666","4592","Q22","Density",1,"Density",1
"4667","4598","Q22","Density",1,"Density",1
"4668","4419","Q22","Density",1,"Density",1
"4669","4297","Q22","Mass only",0,"Volume only",0
"4670","4712","Q22","Density",1,"Density",1
"4671","4702","Q22","Density",1,"Density",1
"4672","4704","Q22","Density",1,"Density",1
"4673","4771","Q22","Density",1,"Density",1
"4674","4697","Q22","Density",1,"Density",1
"4675","4717","Q22","Density",1,"Density",1
"4676","4723","Q22","Density",1,"Density",1
"4677","4730","Q22","Density",1,"Density",1
"4678","4725","Q22","Density",1,"Density",1
"4679","4720","Q22","Density",1,"Density",1
"4680","4606","Q22","Density",1,"Density",1
"4681","4727","Q22","Density",1,"Density",1
"4682","4737","Q22","Density",1,"Density",1
"4683","4768","Q22","Density",1,"Density",1
"4684","4764","Q22","Density",1,"Density",1
"4685","4758","Q22","Density",1,"Density",1
"4686","4761","Q22","Density",1,"Density",1
"4687","4756B","Q22","Density",1,"Density",1
"4688","4755B","Q22","Density",1,"Density",1
"4689","4710","Q22","Volume only",0,"Volume only",0
"4690","4746","Q22","Volume only",0,"Volume only",0
"4691","4739","Q22","Density",1,"Density",1
"4692","4754","Q22","Mass only",0,"Mass only",0
"4693","4755","Q22","Mass only",0,"Mass only",0
"4694","4748","Q22","Mass only",0,"Mass only",0
"4695","4753","Q22","Density",1,"Density",1
"4696","4743","Q22","Density",1,"Mass only",0
"4697","4760","Q22","Density",1,"Density",1
"4698","4767","Q22","Density",1,"Density",1
"4699","4778","Q22","Volume only",0,"Mass only",0
"4700","4777","Q22","Density",1,"Density",1
"4701","4763","Q22","Density",1,"Mass only",0
"4702","4768","Q22","Density",1,"Density",1
"4703","4773","Q22","Density",1,"Density",1
"4704","4770","Q22","Density",1,"Density",1
"4705","4775","Q22","Mass only",0,"Density",1
"4706","4771","Q22","Density",1,"Density",1
"4707","4740","Q22","Density",1,"Density",1
"4708","4824","Q22","Volume only",0,"Density",1
"4709","4816","Q22","Volume only",0,"Volume only",0
"4710","4817","Q22","Density",1,"Density",1
"4711","4824","Q22","Density",1,"Density",1
"4712","4815","Q22","Density",1,"Density",1
"4713","4825","Q22","Density",1,"Density",1
"4714","4822","Q22","Density",1,"Density",1
"4715","4821","Q22","Density",1,"Volume only",0
"4716","4781","Q22","Density",1,"Density",1
"4717","4789","Q22","Density",1,"Density",1
"4718","4782","Q22","Density",1,"Density",1
"4719","4783","Q22","Volume only",0,"Mass only",0
"4720","4785","Q22","Density",1,"Density",1
"4721","4780","Q22","Density",1,"Density",1
"4722","4784","Q22","Density",1,"Density",1
"4723","4795","Q22","Density",1,"Density",1
"4724","4805","Q22","Density",1,"Density",1
"4725","4799","Q22","Mass only",0,"Density",1
"4726","4806","Q22","Density",1,"Density",1
"4727","4807","Q22","Density",1,"Density",1
"4728","4803","Q22","Density",1,"Density",1
"4729","4802","Q22","Density",1,"Density",1
"4730","4801","Q22","Density",1,"Volume only",0
"4731","4832","Q22","Density",1,"Density",1
"4732","4838","Q22","Density",1,"Density",1
"4733","4828","Q22","Density",1,"Density",1
"4734","4831","Q22","Density",1,"Density",1
"4735","4826","Q22","Density",1,"Density",1
"4736","4829","Q22","Density",1,"Density",1
"4737","4830","Q22","Density",1,"Density",1
"4738","4846","Q22","Density",1,"Density",1
"4739","4855","Q22","Density",1,"Density",1
"4740","4850","Q22","Mass only",0,"Density",1
"4741","4845","Q22","Density",1,"Density",1
"4742","4848","Q22","Volume only",0,"Density",1
"4743","4839","Q22","Density",1,"Density",1
"4744","4871","Q22","Volume only",0,"Density",1
